"ID","RecipeID","Weight","MaltGenericID","MaltID"
"229","57","0.13","29","71"
"230","57","0.25","19","69"
"231","58","6.63","36","63"
"232","58","0.38","64","81"
"233","59","4","44","88"
"234","59","0.25","19","69"
"235","59","0.13","29","71"
"236","60","5.63","34","276"
"237","60","6.9","64","81"
"238","60","0.63","27","287"
"239","61","6.13","44","88"
"240","61","0.25","29","71"
"241","61","0.38","19","69"
"242","61","0.13","13","176"
"243","61","0.13","15","174"
"244","62","2.75","44","88"
"245","62","2.13","64","81"
"246","63","4.82","37","58"
"247","63","2.5","19","69"
"248","63","0.96","29","71"
"249","64","6","37","58"
"250","64","0.5","26","78"
"251","64","0.5","35","0"
"252","64","0.5","27","71"
"253","64","0.25","5","79"
"254","64","0.25","54","0"
"255","65","5.3","34","276"
"256","66","0.94","19","69"
"257","66","8.75","69","61"
"258","66","0.44","68","72"
"259","66","0.11","13","176"
"260","66","0.11","26","78"
"261","66","0.37","8","76"
"262","66","0.94","35","0"
"263","68","6.25","37","58"
"264","67","0.94","19","69"
"265","67","8.75","69","61"
"266","67","0.44","68","72"
"267","67","0.11","13","176"
"268","67","0.11","26","78"
"269","67","0.38","8","76"
"270","67","0.94","35","0"
"271","68","0.25","4","75"
"272","68","0.25","29","71"
"273","69","6.56","34","276"
"274","69","0.066","32","73"
"275","69","0.31","15","174"
"276","69","0.31","19","69"
"277","69","0.07","26","78"
"278","70","4.69","34","276"
"279","70","0.23","45","77"
"280","70","0.7","26","78"
"281","70","0.35","68","72"
"282","70","0.47","35","0"
"283","70","0.35","19","69"
"284","71","9.25","37","58"
"285","71","1.88","64","81"
"286","71","1.88","35","0"
"287","71","0.13","50","0"
"288","72","1.25","26","78"
"289","72","10","70","88"
"290","72","0.94","15","174"
"291","72","0.94","27","70"
"292","72","1.56","35","0"
"293","73","6.57","37","58"
"294","73","0.32","29","71"
"295","73","0.75","71","69"
"296","73","0.5","13","176"
"297","74","10","34","276"
"298","74","1.88","14","175"
"299","66","1.88","35","0"
"300","75","4.75","34","276"
"301","75","0.32","19","69"
"302","75","0.06","68","72"
"303","75","0.32","40","65"
"304","76","5","69","61"
"305","76","1.25","19","69"
"306","76","0.63","29","71"
"307","76","0.63","26","78"
"308","76","0.63","53","266"
"309","76","0.31","64","81"
"310","76","0.31","35","0"
"311","76","0.06","58","262"
"312","77","11.1","70","88"
"313","77","0.94","19","69"
"314","77","0.44","27","70"
"315","78","8.2","34","276"
"316","78","0.36","35","0"
"317","78","0.18","18","170"
"318","78","0.18","10","179"
"319","78","0.09","54","0"
"320","78","0.09","51","145"
"321","79","5.87","69","61"
"322","79","0.37","19","69"
"323","79","0.19","29","238"
"324","80","5.87","69","61"
"325","80","0.37","19","69"
"326","80","0.19","29","238"
"327","81","5.87","69","61"
"328","81","0.37","19","69"
"329","81","0.19","29","238"
"330","82","5.87","69","61"
"331","82","0.37","19","69"
"332","82","0.19","29","238"
"333","83","2.79","34","276"
"334","83","0.63","19","69"
"335","83","0.19","29","71"
"336","84","5.3","34","276"
"337","84","0.25","19","69"
"338","84","0.19","29","71"
"339","84","0.13","13","176"
"340","84","0.19","15","174"
"341","85","12.5","34","276"
"342","86","8","34","276"
"343","86","0.5","64","81"
"344","86","1.38","35","0"
"345","86","0.88","68","72"
"346","86","0.63","13","176"
"347","86","0.63","15","174"
"348","87","4.2","38","57"
"349","87","0.8","40","65"
"350","88","5.81","34","276"
"351","89","4.38","69","61"
"352","89","0.63","64","48"
"353","89","0.31","69","61"
"354","90","8.32","70","0"
"355","90","1.79","40","65"
"356","90","1.19","27","70"
"357","90","0.59","68","72"
"358","90","0.12","13","176"
"359","91","9.69","34","276"
"360","91","0.19","26","78"
"361","91","0.44","15","174"
"362","92","2.81","69","61"
"363","92","2.81","64","81"
"364","92","0.94","40","65"
"365","92","0.31","35","0"
"366","93","6","37","58"
"367","93","0.75","19","69"
"368","93","0.25","29","71"
"369","94","1.25","71","69"
"370","94","1.25","40","65"
"371","94","0.625","4","75"
"372","94","0.625","27","70"
"373","94","0.3125","13","176"
"374","95","6.86","37","58"
"375","95","0.93","19","69"
"376","96","6.79","69","61"
"377","96","0.25","19","69"
"378","96","","57","301"
"379","97","5.65","34","276"
"380","97","0.25","19","69"
"381","97","0.06","68","72"
"382","98","6.25","69","61"
"383","98","1.25","64","81"
"384","98","1.25","19","69"
"385","98","1.56","27","70"
"386","98","0.64","68","72"
"387","98","0.63","4","75"
"388","98","0.63","8","76"
"389","98","0.63","26","78"
"390","98","0.31","53","266"
"391","103","3.38","34","276"
"392","103","0.13","29","71"
"393","103","0.38","40","65"
"394","103","0.25","57","301"
"395","115","2.96","34","276"
"396","115","1.25","64","81"
"397","115","0.38","19","69"
"398","124","1.88","34","276"
"399","124","1.88","64","81"
"400","129","1.75","34","276"
"401","129","0.48","40","65"
"402","129","0.5","68","72"
"403","129","0.56","64","81"
"404","129","0.56","35","0"
"405","129","0.13","15","174"
"406","129","0.25","4","75"
"407","129","0.06","63","358"
"408","130","4.58","34","276"
"409","130","0.25","19","69"
"410","130","0.06","68","72"
"411","130","0.25","40","65"
"412","131","4.58","34","276"
"413","131","0.25","19","69"
"414","131","0.06","68","72"
"415","131","0.25","40","65"
"416","132","4.58","34","276"
"417","132","0.25","19","69"
"418","132","0.06","68","72"
"419","132","0.25","40","65"
"420","135","3.81","34","276"
"421","135","0.19","68","72"
"422","135","0.31","53","266"
"423","135","0.13","5","79"
"424","135","0.31","3","161"
"425","135","0.25","35","0"
"426","136","2.06","34","276"
"427","136","0.63","19","69"
"428","136","0.25","29","71"
"429","136","0.5","64","81"
"430","136","0.19","57","301"
"431","137","3.8","34","276"
"432","137","0.5","57","301"
"433","137","0.56","29","71"
"434","137","0.19","68","72"
"435","137","0.13","3","161"
"436","138","3","34","276"
"437","138","0.13","40","65"
"438","138","0.19","29","71"
"439","138","0.88","19","69"
"440","143","1.75","34","276"
"441","143","0.44","40","65"
"442","143","0.5","68","72"
"443","143","0.56","64","81"
"444","143","0.56","35","0"
"445","143","0.13","15","174"
"446","143","0.25","4","75"
"447","143","0.06","63","358"
"448","149","3.69","34","276"
"449","149","0.16","19","69"
"450","149","0.31","57","301"
"451","149","0.06","68","72"
"452","155","2.38","34","276"
"453","155","0.44","64","81"
"454","155","0.44","60","82"
"455","155","0.19","57","301"
"456","155","0.44","35","0"
"457","155","0.19","4","75"
"458","159","2.13","34","276"
"459","159","2.5","64","81"
"460","159","0.13","67","285"
"461","162","5.06","34","276"
"462","162","0.25","19","69"
"463","162","0.06","68","72"
"464","163","3.63","34","276"
"465","163","0.25","19","69"
"466","163","0.13","68","72"
"467","165","3","34","276"
"468","165","2","64","81"
"469","165","0.08","68","72"
"470","168","2.4","34","276"
"471","168","0.83","19","69"
"472","168","0.63","25","165"
"473","168","0.42","40","65"
"474","168","0.52","29","71"
"475","168","0.21","68","72"
"476","168","21","57","301"
"477","169","4.38","34","276"
"478","170","3.38","34","276"
"479","170","0.5","19","69"
"480","170","0.19","29","71"
"481","174","2.5","34","276"
"482","174","0.63","35","0"
"483","174","0.38","59","264"
"484","174","0.38","53","266"
"485","174","0.38","13","174"
"486","174","0.63","64","81"
"487","186","5","34","276"
"488","186","1.25","64","81"
"489","186","0.63","57","301"
"490","186","0.63","3","161"
"491","189","4.38","34","276"
"492","199","5.4","34","276"
"493","199","0.13","40","65"
"494","199","0.05","4","75"
"495","202","1.69","52","64"
"496","202","0.38","64","81"
"497","202","0.13","35","0"
"498","206","4","34","276"
"499","206","0.75","35","0"
"500","206","0.38","8","76"
"501","206","0.25","29","71"
"502","206","0.5","40","65"
"503","206","0.06","13","176"
"504","210","3.13","44","88"
"505","210","0.25","19","69"
"506","210","0.18","29","71"
"507","210","0.25","13","176"
"508","213","5","47","60"
"509","213","0.63","72","302"
"510","213","0.63","35","0"
"511","215","4.1","47","60"
"512","217","2.3","44","88"
"513","217","1.3","38","57"
"514","217","0.5","19","69"
"515","221","1.6","44","88"
"516","221","1.6","64","81"
"517","228","2.3","44","88"
"518","228","1.3","38","57"
"519","228","0.5","19","69"
"520","232","2.3","44","88"
"521","232","1.3","38","57"
"522","232","0.5","19","69"
"523","239","4","38","57"
"524","239","0.35","68","72"
"525","241","3","38","57"
"526","241","0.25","57","301"
"527","241","0.25","35","0"
"528","247","2.8","34","276"
"529","247","0.5","57","301"
"530","247","0.15","73","287"
"531","249","3","44","88"
"532","249","0.2","19","69"
"533","254","5.16","52","64"
"534","254","1.72","44","88"
"536","176","4.5","34","276"
"537","176","0.5","57","301"
"538","176","0.04","10","179"
"539","176","0.1","21","169"
"540","176","0.25","8","76"
"541","176","0.13","19","69"
"542","176","0.07","29","71"
"543","176","0.11","40","65"
"544","175","5","34","276"
"545","175","0.63","57","301"
"546","175","0.25","19","69"
"547","177","3.69","34","276"
"548","177","0.5","19","69"
"549","178","6.39","34","276"
"550","179","6.39","34","276"
"551","180","6.39","34","276"
"552","181","5.88","34","276"
"553","182","5.5","44","88"
"554","182","1","37","58"
"555","183","4.38","34","276"
"556","183","0.63","19","69"
"557","184","4.38","34","276"
"558","184","0.16","29","71"
"559","184","0.16","68","72"
"560","184","1.25","40","65"
"561","184","0.63","57","301"
"562","185","5","34","276"
"563","185","0.63","59","264"
"564","185","0.31","53","266"
"565","185","0.31","68","72"
"566","187","6.88","34","276"
"567","187","1.88","3","161"
"568","187","1.25","64","81"
"569","187","0.25","57","301"
"570","187","0.05","59","264"
"571","188","3.75","34","276"
"572","188","0.63","64","81"
"573","188","1.25","57","301"
"574","188","0.63","3","161"
"575","188","0.63","68","72"
"576","188","0.63","59","264"
"577","188","0.63","40","65"
"578","190","6.35","44","88"
"579","190","0.77","40","65"
"580","190","0.96","19","69"
"581","190","0.29","59","264"
"582","190","0.38","13","176"
"583","190","0.19","15","174"
"584","191","7.5","44","88"
"585","191","0.5","64","81"
"586","191","0.75","35","0"
"587","191","0.75","68","172"
"588","191","0.5","13","176"
"589","191","0.5","15","174"
"590","191","0.75","57","301"
"591","191","0.75","8","76"
"592","192","6.88","44","88"
"593","192","0.5","64","81"
"594","192","1","35","0"
"595","192","0.5","68","172"
"596","192","0.75","13","176"
"597","192","1","26","78"
"598","193","14.5","34","176"
"599","194","4.25","34","276"
"600","194","0.63","25","165"
"601","195","4.25","34","276"
"602","195","0.63","25","165"
"603","196","5.25","34","276"
"604","196","1.88","64","81"
"605","196","0.13","68","72"
"606","198","3.88","34","276"
"607","198","0.63","40","65"
"608","198","0.13","68","72"
"609","198","0.38","4","75"
"610","200","5.63","34","276"
"611","201","2.5","34","276"
"612","201","1.25","64","81"
"613","201","0.63","57","301"
"614","203","3.13","52","64"
"615","203","0.25","64","81"
"616","203","0.25","40","65"
"617","204","3.75","34","176"
"618","204","0.42","64","81"
"619","205","3.25","52","64"
"620","205","0.38","72","302"
"621","207","5","44","88"
"622","207","0.38","29","71"
"623","207","0.13","68","72"
"624","207","0.06","13","176"
"625","207","0.5","57","301"
"626","208","1.63","47","60"
"627","208","1.63","64","81"
"628","208","0.03","47","60"
"629","208","0.03","3","161"
"630","211","4.5","34","276"
"631","211","0.88","19","69"
"632","212","1.63","47","60"
"633","212","1.63","64","81"
"634","212","0.03","47","60"
"635","212","0.03","3","161"
"636","220","1.3","52","64"
"637","220","0.12","19","69"
"638","220","0.5","40","65"
"639","216","2.75","44","88"
"640","216","0.25","64","81"
"641","216","0.19","68","72"
"642","216","0.38","8","76"
"643","216","0.19","5","79"
"644","216","0.19","13","176"
"645","216","0.38","35","0"
"646","216","0.25","29","71"
"647","216","0.38","74","0"
"648","218","7.3","34","276"
"649","218","0.36","64","81"
"650","218","0.53","58","0"
"651","219","5.8","34","276"
"652","220","1.2","44","88"
"653","222","7.5","44","88"
"654","222","0.5","64","81"
"655","222","0.75","35","0"
"656","222","0.75","68","72"
"657","222","0.5","13","176"
"658","222","0.5","15","174"
"659","222","0.75","57","301"
"660","222","0.75","8","76"
"661","223","6.88","44","88"
"662","223","0.5","64","81"
"663","223","1","35","0"
"664","223","0.5","68","72"
"665","223","0.75","13","176"
"666","223","1","26","78"
"667","224","4.2","44","88"
"668","224","0.2","19","69"
"669","224","0.2","75","0"
"670","224","1.2","35","0"
"671","225","5","44","88"
"672","225","0.38","29","71"
"673","225","0.13","68","72"
"674","225","0.06","13","176"
"675","225","0.5","57","301"
"676","226","1.63","52","64"
"677","226","0.16","19","69"
"678","226","0.63","40","65"
"679","226","1.5","44","88"
"680","227","6.5","34","276"
"681","227","0.875","19","69"
"682","227","0.5","40","65"
"683","227","2","35","0"
"684","227","0.875","68","72"
"685","227","0.25","13","176"
"686","227","0.5","15","174"
"687","229","6.3","44","88"
"688","229","1","76","0"
"689","230","0.5","77","0"
"690","230","5.3","34","276"
"691","231","5.8","34","276"
"692","231","0.8","15","174"
"693","233","5.8","34","276"
"694","235","5","34","276"
"695","235","1","57","301"
"696","236","2.2","44","88"
"697","236","0.3","19","69"
"698","236","0.3","68","72"
"699","236","1.8","63","358"
"700","236","0.6","35","0"
"701","236","0.6","8","76"
"702","236","0.1","5","79"
"703","236","0.5","26","78"
"704","236","0.6","40","65"
"705","236","1","78","0"
"706","237","3","52","64"
"707","237","0.8","40","65"
"708","238","7","38","57"
"709","240","1","52","64"
"710","240","1","64","81"
"711","240","0.75","40","65"
"712","240","0.2","35","0"
"713","240","0.06","58","0"
"714","242","4.9","34","276"
"715","242","0.7","19","69"
"716","243","4","38","57"
"717","243","0.5","40","65"
"718","243","0.5","29","71"
"719","243","0.5","18","170"
"720","243","0.5","64","81"
"721","244","1.5","38","57"
"722","244","1.5","64","81"
"723","245","7.2","34","276"
"724","245","1","79","290"
"725","245","1","8","76"
"726","245","1","35","0"
"727","246","5","38","57"
"728","246","0.53","40","65"
"729","246","0.27","68","72"
"730","248","3.6","44","88"
"731","248","0.2","64","81"
"732","248","0.2","72","302"
"733","248","0.35","26","78"
"734","248","0.3","79","290"
"735","99","6.88","34","276"
"736","99","1","64","81"
"737","99","0.13","68","72"
"738","99","1.25","5","79"
"739","99","1.5","53","266"
"740","99","0.5","63","358"
"741","41","7.75","34","276"
"742","41","0.5","64","81"
"743","41","0.5","40","65"
"744","100","3.38","37","58"
"745","100","0.25","19","69"
"746","100","0.63","40","65"
"747","101","7.5","34","276"
"748","101","1.15","19","69"
"749","101","0.48","15","174"
"750","101","0.48","29","71"
"751","101","0.77","80","0"
"752","102","4.88","34","276"
"753","102","0.31","19","69"
"754","102","0.06","68","72"
"755","104","5","64","81"
"756","104","2","34","276"
"757","104","2","40","65"
"758","104","1.13","19","69"
"759","105","5","34","276"
"760","105","0.31","19","69"
"761","105","0.06","68","72"
"762","105","0.31","40","65"
"763","106","5","34","276"
"764","106","0.31","19","69"
"765","106","0.06","68","72"
"766","106","0.31","40","65"
"767","107","5","34","276"
"768","107","0.31","19","69"
"769","107","0.06","68","72"
"770","107","0.31","40","65"
"771","108","5","34","276"
"772","108","0.31","19","69"
"773","108","0.06","68","72"
"774","108","0.31","40","65"
"775","109","3.5","34","276"
"776","109","0.44","40","65"
"777","109","0.13","29","71"
"778","109","0.63","3","161"
"779","111","6.56","38","57"
"780","111","0.31","19","69"
"781","111","1.25","40","65"
"782","111","0.31","29","71"
"783","111","0.006","81","0"
"784","112","3.63","34","276"
"785","112","0.19","68","72"
"786","112","0.31","53","266"
"787","112","0.13","5","79"
"788","113","3.33","34","276"
"789","113","0.42","40","65"
"790","113","0.28","19","69"
"791","113","0.07","3","161"
"792","114","4.75","34","276"
"793","114","1.25","19","69"
"794","114","0.5","29","71"
"795","114","0.13","68","72"
"796","116","2.18","34","276"
"797","116","0.3","19","69"
"798","116","0.3","68","72"
"799","116","1.8","63","358"
"800","116","0.6","35","0"
"801","116","0.6","8","76"
"802","116","0.1","4","75"
"803","116","0.05","26","78"
"804","116","0.6","40","65"
"805","116","0.2","29","71"
"806","252","0.06","3","161"
"807","120","0.63","3","161"
"808","117","0.25","4","75"
"809","125","0.25","4","75"
"810","155","0.19","4","75"
"811","166","0.38","4","75"
"812","171","0.625","4","75"
"813","172","0.25","4","75"
"814","255","0.1","4","75"
"815","128","0.31","5","79"
"816","125","0.25","8","76"
"817","128","0.31","8","76"
"818","141","0.25","8","76"
"819","171","0.625","8","76"
"820","262","0.62","8","76"
"821","258","0.8","8","76"
"822","260","0.5","8","76"
"823","118","0.63","13","176"
"824","128","0.19","13","176"
"825","118","0.63","15","174"
"826","123","0.75","15","174"
"827","140","1.25","15","174"
"828","152","0.63","13","176"
"829","158","0.48","13","176"
"830","160","0.29","13","176"
"831","166","0.25","13","176"
"832","197","0.13","13","176"
"833","258","0.3","13","176"
"834","259","0.25","13","176"
"835","262","0.19","13","176"
"836","152","0.63","15","174"
"837","172","0.19","15","174"
"838","259","0.5","15","174"
"839","117","0.44","19","69"
"840","121","0.8","19","69"
"841","122","0.38","19","69"
"842","123","0.5","19","69"
"843","125","0.5","19","69"
"844","126","0.63","19","69"
"845","133","0.25","19","69"
"846","134","0.63","19","69"
"847","139","0.7","19","69"
"848","141","0.5","19","69"
"849","142","0.63","19","69"
"850","145","0.31","19","69"
"851","146","0.31","19","69"
"852","147","0.31","19","69"
"853","148","0.75","19","69"
"854","151","0.38","19","69"
"855","153","0.88","19","69"
"856","156","1","19","69"
"857","161","0.06","19","69"
"858","167","0.86","19","69"
"859","171","1.25","19","69"
"860","234","0.5","19","69"
"861","259","0.875","19","69"
"862","160","0.04","82","0"
"863","117","0.19","26","78"
"864","125","0.25","26","78"
"865","127","0.06","26","78"
"866","139","0.06","26","78"
"867","144","0.13","26","78"
"868","151","0.1","26","78"
"869","158","0.48","26","78"
"870","166","0.5","26","78"
"871","171","0.625","26","78"
"872","172","0.38","26","78"
"873","258","0.2","26","78"
"874","260","0.2","26","78"
"875","125","0.38","29","71"
"876","140","1.25","29","71"
"877","171","1.5625","29","71"
"878","123","0.63","29","71"
"879","127","1","29","71"
"880","128","0.31","29","71"
"881","141","0.13","29","71"
"882","144","0.38","29","71"
"883","151","0.58","29","71"
"884","158","0.48","29","71"
"885","160","0.19","29","71"
"886","117","0.5","68","72"
"887","118","0.88","68","72"
"888","125","0.5","68","72"
"889","128","0.19","68","72"
"890","133","0.06","68","72"
"891","134","0.06","68","72"
"892","145","0.06","68","72"
"893","146","0.06","68","72"
"894","147","0.06","68","72"
"895","152","0.88","68","72"
"896","156","0.75","68","72"
"897","161","0.06","68","72"
"898","166","0.88","68","72"
"899","171","0.625","68","72"
"900","259","0.875","68","72"
"901","262","0.25","68","72"
"902","157","0.38","76","0"
"903","258","0.4","83","289"
"904","260","0.05","83","289"
"905","117","5","34","276"
"906","118","8","34","276"
"907","119","3.63","34","276"
"908","120","4.7","34","276"
"909","121","6.12","34","276"
"910","122","6.13","34","276"
"911","123","6","34","276"
"912","126","5.75","34","276"
"913","127","9.35","34","276"
"914","128","4.38","34","276"
"915","133","4.58","34","276"
"916","134","6.4","34","276"
"917","139","2.7","34","276"
"918","140","10.63","34","276"
"919","141","9.5","34","276"
"920","142","5.77","34","276"
"921","144","7.75","34","276"
"922","145","5.65","34","276"
"923","146","5.65","34","276"
"924","147","5.65","34","276"
"925","148","4.88","34","276"
"926","151","7.5","34","276"
"927","152","7.5","34","276"
"928","153","6.13","34","276"
"929","154","2.5","34","276"
"930","155","2.38","34","276"
"931","156","9.5","34","276"
"932","157","6.25","34","276"
"933","158","6.35","34","276"
"934","160","7.02","34","276"
"935","161","6.75","34","276"
"936","167","6.13","34","276"
"937","171","6.25","34","276"
"938","250","5.8","34","276"
"939","259","6.5","34","276"
"940","262","4.38","34","276"
"941","173","5.25","37","58"
"942","123","0.5","37","58"
"943","118","1.38","35","0"
"944","125","1","35","0"
"945","128","0.44","35","0"
"946","140","2.19","35","0"
"947","152","1.38","35","0"
"948","155","0.44","35","0"
"949","172","0.25","35","0"
"950","257","0.2","35","0"
"951","258","1","35","0"
"952","259","2","35","0"
"953","261","0.56","35","0"
"954","263","0.2","35","0"
"955","118","0.7","84","0"
"956","152","0.5","84","0"
"957","234","1.3","38","57"
"958","251","4","38","57"
"959","257","0.8","38","57"
"960","263","0.8","38","57"
"961","260","0.3","73","287"
"962","119","0.13","40","65"
"963","120","0.38","40","65"
"964","125","0.75","40","65"
"965","127","0.63","40","65"
"966","133","0.25","40","65"
"967","139","0.64","40","65"
"968","141","0.88","40","65"
"969","144","0.5","40","65"
"970","150","0.63","40","65"
"971","157","0.25","40","65"
"972","158","1.92","40","65"
"973","197","0.44","40","65"
"974","252","0.11","40","65"
"975","255","0.5","40","65"
"976","259","0.5","40","65"
"977","262","0.62","35","0"
"978","125","3.5","44","88"
"979","150","4.69","44","88"
"980","166","9","44","88"
"981","172","2.13","44","88"
"982","197","3.94","44","88"
"983","234","2.3","44","88"
"984","252","2","44","88"
"985","253","1.72","44","88"
"986","256","7.4","44","88"
"987","257","3.3","44","88"
"988","258","7.8","44","88"
"989","255","1.2","47","60"
"990","260","3.8","47","60"
"991","261","3.4","47","60"
"992","263","3.3","47","60"
"993","164","3.81","52","64"
"994","253","5.16","52","64"
"995","255","1.35","52","64"
"996","260","0.3","19","69"
"997","171","0.3125","53","266"
"998","172","0.13","53","266"
"999","166","0.25","53","266"
"1000","122","0.25","57","301"
"1001","150","0.31","57","301"
"1002","152","0.75","57","301"
"1003","155","0.19","57","301"
"1004","160","0.96","57","301"
"1005","166","0.63","57","301"
"1006","251","0.8","57","301"
"1007","252","0.22","57","301"
"1008","125","0.06","58","0"
"1009","140","0.63","58","0"
"1010","158","0.48","80","0"
"1011","261","0.39","60","82"
"1012","154","0.69","60","82"
"1013","155","0.44","60","82"
"1014","118","0.5","64","81"
"1015","119","0.25","64","81"
"1016","122","0.25","64","81"
"1017","123","0.5","64","81"
"1018","125","1","64","81"
"1019","126","0.63","64","81"
"1020","128","0.31","64","81"
"1021","142","0.63","64","81"
